DATE,STEENBRAS No.1,THEEWATERS-KLOOF,NEWLANDS,WYNBERG,CONSTANTIA NEK,STEENBRAS,WEMMERSHOEK,STEENBRAS No.2,STEENBRAS No.3,Day,Month,Year
01-Jan-00,,,,,,8,,,,1,1,2000
02-Jan-00,,,,,,8,,,,2,1,2000
03-Jan-00,,,,,,7,,,,3,1,2000
04-Jan-00,,,,,,9,,,,4,1,2000
05-Jan-00,,,,,,8,,,,5,1,2000
06-Jan-00,6.5,,,,6,5.5,,,,6,1,2000
07-Jan-00,,,10.5,,,7,,,,7,1,2000
08-Jan-00,,,,,,6,,,,8,1,2000
09-Jan-00,,,,,,7.5,,,,9,1,2000
10-Jan-00,12,,,5,9,4.5,,,,10,1,2000
11-Jan-00,,,8.5,,,5,,,,11,1,2000
12-Jan-00,,,,,,9,,,,12,1,2000
13-Jan-00,,,,,,9,,,,13,1,2000
14-Jan-00,,,,,,9,,,,14,1,2000
15-Jan-00,,,,,,4,,,,15,1,2000
16-Jan-00,,,,,,10,,,,16,1,2000
17-Jan-00,,,,,,8.5,,,,17,1,2000
18-Jan-00,,,,,,10,,,,18,1,2000
19-Jan-00,,,,,,8,,,,19,1,2000
20-Jan-00,,,,,,11.5,,,,20,1,2000
21-Jan-00,,,,,,11,,,,21,1,2000
22-Jan-00,,,,,,9,,,,22,1,2000
23-Jan-00,,,,,,3.5,,,,23,1,2000
24-Jan-00,,,,,,8.5,,,,24,1,2000
25-Jan-00,,,,,,9,,,,25,1,2000
26-Jan-00,6.8,,,0.1,4.4,6,,,,26,1,2000
27-Jan-00,,,,1,,8,,,,27,1,2000
28-Jan-00,,,,,,5.5,,,,28,1,2000
29-Jan-00,20.9,,,15,24.8,2.4,,,,29,1,2000
30-Jan-00,,,42.7,,,5,,,,30,1,2000
31-Jan-00,,,,,,6,,,,31,1,2000
01-Feb-00,,,,,,9,,,,1,2,2000
02-Feb-00,,,,,,6,,,,2,2,2000
03-Feb-00,,,,,,7.5,,,,3,2,2000
04-Feb-00,,,,,,7.5,,,,4,2,2000
05-Feb-00,,,,,,9,,,,5,2,2000
06-Feb-00,,,,,,5,,,,6,2,2000
07-Feb-00,,,,,,12,,,,7,2,2000
08-Feb-00,,,,,,7.5,,,,8,2,2000
09-Feb-00,,,,,,7.5,,,,9,2,2000
10-Feb-00,,,,,,7,,,,10,2,2000
11-Feb-00,,,,,,5,,,,11,2,2000
12-Feb-00,,,,,,9,,,,12,2,2000
13-Feb-00,,,,,,6,,,,13,2,2000
14-Feb-00,,,,,,7,,,,14,2,2000
15-Feb-00,,,,,,11,,,,15,2,2000
16-Feb-00,,,,,,6.5,,,,16,2,2000
17-Feb-00,,,,,,7.5,,,,17,2,2000
18-Feb-00,,,,,,3,,,,18,2,2000
19-Feb-00,,,,,,7,,,,19,2,2000
20-Feb-00,,,,,,6,,,,20,2,2000
21-Feb-00,,,,,,7,,,,21,2,2000
22-Feb-00,,,,,,9,,,,22,2,2000
23-Feb-00,,,,,,5,,,,23,2,2000
24-Feb-00,,,,,,7,,,,24,2,2000
25-Feb-00,,,,,,7,,,,25,2,2000
26-Feb-00,,,,,,7,,,,26,2,2000
27-Feb-00,,,,,,5,,,,27,2,2000
28-Feb-00,,,,,,7,,,,28,2,2000
29-Feb-00,,,,,,7,,,,29,2,2000
01-Mar-00,,,,11,8,7,,,,1,3,2000
02-Mar-00,21.5,,5.6,,,1.5,,,,2,3,2000
03-Mar-00,6.1,,,,,1.1,,,,3,3,2000
04-Mar-00,,,,,,4.5,,,,4,3,2000
05-Mar-00,0.3,,,,2,3.8,,,,5,3,2000
06-Mar-00,0.3,,,1.3,,8.3,,,,6,3,2000
07-Mar-00,,,,,,7,,,,7,3,2000
08-Mar-00,,,,,,6,,,,8,3,2000
09-Mar-00,,,,,,5,,,,9,3,2000
10-Mar-00,,,,,,5,,,,10,3,2000
11-Mar-00,,,,,,5,,,,11,3,2000
12-Mar-00,,,,,,5,,,,12,3,2000
13-Mar-00,,,,,,5,,,,13,3,2000
14-Mar-00,,,,,,3,,,,14,3,2000
15-Mar-00,,,,,,5,,,,15,3,2000
16-Mar-00,,,,,,5,,,,16,3,2000
17-Mar-00,,,,,,5.5,,,,17,3,2000
18-Mar-00,,,,,,5,,,,18,3,2000
19-Mar-00,,,,,,5.5,,,,19,3,2000
20-Mar-00,,,,,,5,,,,20,3,2000
21-Mar-00,,,,,,4,,,,21,3,2000
22-Mar-00,,,,,,5.4,,,,22,3,2000
23-Mar-00,,,,,,4.5,,,,23,3,2000
24-Mar-00,,,,,,5,,,,24,3,2000
25-Mar-00,,,,,,5,,,,25,3,2000
26-Mar-00,,,,,,6,,,,26,3,2000
27-Mar-00,,,,,,5,,,,27,3,2000
28-Mar-00,,,,,,5.5,,,,28,3,2000
29-Mar-00,,,,,,5,,,,29,3,2000
30-Mar-00,,,,,,4.5,,,,30,3,2000
31-Mar-00,0,,,,,5,0,,,31,3,2000
01-Apr-00,0,,,,,4.5,0,,,1,4,2000
02-Apr-00,0,,,,1.8,5,0,,,2,4,2000
03-Apr-00,6,,3.5,3.4,3,0.4,0,,,3,4,2000
04-Apr-00,0,,,0,0,6,0,,,4,4,2000
05-Apr-00,0,,,0,0,4,0,,,5,4,2000
06-Apr-00,0,,,0,0,4,0,,,6,4,2000
07-Apr-00,0,,,0,0,3,0,,,7,4,2000
08-Apr-00,0,,,0,0,4,0,,,8,4,2000
09-Apr-00,0,,,0,0,6,0,,,9,4,2000
10-Apr-00,0,,,0,0,2,0,,,10,4,2000
11-Apr-00,0,,,0,0,2.5,0,,,11,4,2000
12-Apr-00,0,,,0,0,4.5,0,,,12,4,2000
13-Apr-00,0,,,0,0,4.5,0,,,13,4,2000
14-Apr-00,0,,,0,0,4,0,,,14,4,2000
15-Apr-00,0,,,0,0,4,0,,,15,4,2000
16-Apr-00,0,,,0,0,3,0,,,16,4,2000
17-Apr-00,0,,,0,0,4.5,0,,,17,4,2000
18-Apr-00,0,,,0,0,3.5,0,,,18,4,2000
19-Apr-00,0,,,0,0,3.5,0,,,19,4,2000
20-Apr-00,0,,,0,0,7,0,,,20,4,2000
21-Apr-00,0,,,0,0,3,0,,,21,4,2000
22-Apr-00,4,,,5,18,0,0,,,22,4,2000
23-Apr-00,6,,32,6.6,6.5,0,0,,,23,4,2000
24-Apr-00,0.5,,5,0,0,2,0,,,24,4,2000
25-Apr-00,2,,,3.8,0,2,0,,,25,4,2000
26-Apr-00,0,,5,0,6,2,0,,,26,4,2000
27-Apr-00,0,,,0,0,4,0,,,27,4,2000
28-Apr-00,0,,,0,0,3.5,0,,,28,4,2000
29-Apr-00,0,,,0,0,1.5,0,,,29,4,2000
30-Apr-00,2.4,,2.5,0,1,1,0,,,30,4,2000
01-May-00,1.2,,1,6,1.5,1.9,0,,,1,5,2000
02-May-00,0,,,0,1.7,2,0,,,2,5,2000
03-May-00,0,,,0,0,1,0,,,3,5,2000
04-May-00,0,,,0,0,2,0,,,4,5,2000
05-May-00,0,,,0,0,2.5,0,,,5,5,2000
06-May-00,0,,,0,0,2,0,,,6,5,2000
07-May-00,0,,,0,0,1.5,0,,,7,5,2000
08-May-00,0,,,0,0,2,0,,,8,5,2000
09-May-00,0,,,0,0,1,0,,,9,5,2000
10-May-00,0,,,0,0,3,0,,,10,5,2000
11-May-00,0,,,0,0,4,0,,,11,5,2000
12-May-00,0,,,0,0,3,0,,,12,5,2000
13-May-00,0,,,0,0,2,0,,,13,5,2000
14-May-00,0,,,0,0,2,0,,,14,5,2000
15-May-00,0,,,0,0,2,0,,,15,5,2000
16-May-00,0,,,0,0,3,0,,,16,5,2000
17-May-00,0,,,0,0,1,0,,,17,5,2000
18-May-00,0,,,0,0,2,0,,,18,5,2000
19-May-00,0,,1.3,0,0,1.5,0,,,19,5,2000
20-May-00,4,,,0.7,2.6,0.5,0,,,20,5,2000
21-May-00,0,,2.7,0,0,1,0,,,21,5,2000
22-May-00,2.5,,0.4,4,2.7,1.5,0,,,22,5,2000
23-May-00,0,,,0,0,2,0,,,23,5,2000
24-May-00,0,,25.3,11.6,0,2,0,,,24,5,2000
25-May-00,3.1,,22,5.6,8,0.1,0,,,25,5,2000
26-May-00,2.5,,25,0,13,0,0,,,26,5,2000
27-May-00,0.4,,29.5,16.6,0.5,0.9,0,,,27,5,2000
28-May-00,2.8,,104,62.2,14,0,0,,,28,5,2000
29-May-00,80.4,,53.5,9.1,86,0,0,,,29,5,2000
30-May-00,21.5,,25,7.2,18,1,0,,,30,5,2000
31-May-00,0.7,,,0.4,0,1.7,0,,,31,5,2000
01-Jun-00,8.2,,29,4.5,8.5,0,0,,,1,6,2000
02-Jun-00,8,,10.5,,9.5,0,0,,,2,6,2000
03-Jun-00,0,,,,,1,0,,,3,6,2000
04-Jun-00,0,,,,,1,0,,,4,6,2000
05-Jun-00,0,,,,,2,0,,,5,6,2000
06-Jun-00,0,,,,,2,0,,,6,6,2000
07-Jun-00,0,,,8.2,1,3,0,,,7,6,2000
08-Jun-00,0,,0,2.4,,1,0,,,8,6,2000
09-Jun-00,2.9,,2.5,32.8,29.2,1.4,0,,,9,6,2000
10-Jun-00,33.7,,48,1.6,2.6,2.2,0,,,10,6,2000
11-Jun-00,1.8,,2.5,,,2.8,0,,,11,6,2000
12-Jun-00,0,,0.4,0.7,1.8,1,0,,,12,6,2000
13-Jun-00,0,,0.2,17.2,52,0,0,,,13,6,2000
14-Jun-00,24.4,,59,,,0,0,,,14,6,2000
15-Jun-00,0,,0.3,,5.4,1,0,,,15,6,2000
16-Jun-00,0.6,,5.6,1.8,10.5,0.6,0,,,16,6,2000
17-Jun-00,0.4,,14,0.1,,0.9,0,,,17,6,2000
18-Jun-00,0.1,,4.2,,,0.6,0,,,18,6,2000
19-Jun-00,0,,0,,,0.5,0,,,19,6,2000
20-Jun-00,0,,0,27.1,22,2,0,,,20,6,2000
21-Jun-00,22,,28.2,8.5,8.4,0.5,0,,,21,6,2000
22-Jun-00,7.2,,4.3,0.7,3.2,0.2,0,,,22,6,2000
23-Jun-00,0.5,,3,,,1.5,0,,,23,6,2000
24-Jun-00,0,,0,,,1.5,0,,,24,6,2000
25-Jun-00,0,,0,,,1,0,,,25,6,2000
26-Jun-00,0,,0,,,1,0,,,26,6,2000
27-Jun-00,0,,0,,,0.5,0,,,27,6,2000
28-Jun-00,0,,0,,,1,0,,,28,6,2000
29-Jun-00,0,,0,,,1,0,,,29,6,2000
30-Jun-00,0,,,,,2,0,,,30,6,2000
01-Jul-00,0,,,,,1,0,,,1,7,2000
02-Jul-00,0,,,,,1,0,,,2,7,2000
03-Jul-00,0,,,,,2,0,,,3,7,2000
04-Jul-00,0,,,,,0,0,,,4,7,2000
05-Jul-00,0,,,,,2,0,,,5,7,2000
06-Jul-00,0,,,,,1.5,0,,,6,7,2000
07-Jul-00,0,,,,,1.5,0,,,7,7,2000
08-Jul-00,0,,,18,17,1.5,0,,,8,7,2000
09-Jul-00,5.6,,39,0.9,2,0,0,,,9,7,2000
10-Jul-00,0.4,,5.9,,,0.9,0,,,10,7,2000
11-Jul-00,0.1,,,,,0.6,0,,,11,7,2000
12-Jul-00,0,,,14.1,7.5,1,0,,,12,7,2000
13-Jul-00,2.9,,10,42.7,44.7,2.4,0,,,13,7,2000
14-Jul-00,44,,44,1.2,9,0,0,,,14,7,2000
15-Jul-00,12,,13,,,0,0,,,15,7,2000
16-Jul-00,0,,,4,10.5,0.5,0,,,16,7,2000
17-Jul-00,0.5,,12.5,24,24,0,0,,,17,7,2000
18-Jul-00,16.4,,28,13,14.5,0,0,,,18,7,2000
19-Jul-00,10.5,,22.5,,,0,0,,,19,7,2000
20-Jul-00,0.7,,2.5,,,0.7,0,,,20,7,2000
21-Jul-00,0,,,,,1,0,,,21,7,2000
22-Jul-00,0,,,,,1,0,,,22,7,2000
23-Jul-00,0,,,,1.2,2.5,0,,,23,7,2000
24-Jul-00,0.3,,,,,0.8,0,,,24,7,2000
25-Jul-00,0,,,,,1,0,,,25,7,2000
26-Jul-00,0,,,,,0.5,0,,,26,7,2000
27-Jul-00,0,,,,,0,0,,,27,7,2000
28-Jul-00,0,,,,,1,0,,,28,7,2000
29-Jul-00,0,,,,,1.5,0,,,29,7,2000
30-Jul-00,0,,,,,1.5,0,,,30,7,2000
31-Jul-00,0,,,,,1,0,,,31,7,2000
01-Aug-00,3,,7,12.1,19.5,1.5,0,,,1,8,2000
02-Aug-00,24.2,,46,15.8,12,0,0,,,2,8,2000
03-Aug-00,5.5,,56.7,12.7,20,2,0,,,3,8,2000
04-Aug-00,4,,37,1.5,6.5,0,0,,,4,8,2000
05-Aug-00,0,,,,,1,0,,,5,8,2000
06-Aug-00,0,0,,,,4,0,,,6,8,2000
07-Aug-00,0.1,,,,,2.1,0,,,7,8,2000
08-Aug-00,0,,,,,1,0,,,8,8,2000
09-Aug-00,1.5,,,,1.5,0,0,,,9,8,2000
10-Aug-00,1.2,,1,1.6,1,0,0,,,10,8,2000
11-Aug-00,0,,,,,2.5,0,,,11,8,2000
12-Aug-00,0.3,,,,,0,0,,,12,8,2000
13-Aug-00,0,14,,,,2,0,,,13,8,2000
14-Aug-00,0,,,,,3,0,,,14,8,2000
15-Aug-00,0,,,,,4,0,,,15,8,2000
16-Aug-00,0,,,,,2,0,,,16,8,2000
17-Aug-00,0,,,,,2,0,,,17,8,2000
18-Aug-00,0,,,,,3,0,,,18,8,2000
19-Aug-00,0,,,,,1.5,0,,,19,8,2000
20-Aug-00,13.5,4,1.5,5.8,9.5,2,0,,,20,8,2000
21-Aug-00,65.5,,3,1.8,2.5,0,0,,,21,8,2000
22-Aug-00,0,,,,,1.5,0,,,22,8,2000
23-Aug-00,0,,,,,2,0,,,23,8,2000
24-Aug-00,0,,,,,1.5,0,,,24,8,2000
25-Aug-00,0,,,,,1.5,0,,,25,8,2000
26-Aug-00,0,,,,,2,0,,,26,8,2000
27-Aug-00,0,26.8,,,,2.5,0,,,27,8,2000
28-Aug-00,0,,,,,1,0,,,28,8,2000
29-Aug-00,10.5,,27,6.3,23,0.5,0,,,29,8,2000
30-Aug-00,2.5,,4,3.5,6,1.5,0,,,30,8,2000
31-Aug-00,13,,27,10.5,10.5,0.5,0,,,31,8,2000
01-Sep-00,0.5,,8,2.5,2.2,1,0,,,1,9,2000
02-Sep-00,19,,58.5,36,34.5,0,0,,,2,9,2000
03-Sep-00,8,,7.5,5,3,0,0,,,3,9,2000
04-Sep-00,0.1,,13,3.4,5.5,1.1,0,,,4,9,2000
05-Sep-00,0.1,,5,0.2,1.5,0.1,0,,,5,9,2000
06-Sep-00,12,,48,22.5,28,0,0,,,6,9,2000
07-Sep-00,0.2,,0,0,0,2.2,0,,,7,9,2000
08-Sep-00,0,,0,0,0,2,0,,,8,9,2000
09-Sep-00,25,,23,16,29.5,0,0,,,9,9,2000
10-Sep-00,1.6,,7,2,0,1.5,0,,,10,9,2000
11-Sep-00,0,,0,0,0,2,0,,,11,9,2000
12-Sep-00,14.6,,21,16,17.6,1.1,0,,,12,9,2000
13-Sep-00,9,,13.5,11,20.5,0.5,0,,,13,9,2000
14-Sep-00,3.2,,3.5,1,0,0.7,0,,,14,9,2000
15-Sep-00,0,,0,0,0,3,0,,,15,9,2000
16-Sep-00,3,,38,3.4,5,3,0,,,16,9,2000
17-Sep-00,3,,5,5.3,6.5,2,0,,,17,9,2000
18-Sep-00,0,,0,0,0,3,0,,,18,9,2000
19-Sep-00,0,,0,0,0,4,0,,,19,9,2000
20-Sep-00,0,,0,0,0,3,0,,,20,9,2000
21-Sep-00,0,,0,0,0,5,0,,,21,9,2000
22-Sep-00,0,,0,0,0,4.5,0,,,22,9,2000
23-Sep-00,5,,33,23,19,1.5,0,,,23,9,2000
24-Sep-00,3,,2.6,3,3,3,0,,,24,9,2000
25-Sep-00,2.2,,15.5,5.5,13.5,0,0,,,25,9,2000
26-Sep-00,0,,0,0,0,1,0,,,26,9,2000
27-Sep-00,0,,0,0,0,2.5,0,,,27,9,2000
28-Sep-00,0,,0,0,0,3.5,0,,,28,9,2000
29-Sep-00,0,,0,0,0,4.5,0,,,29,9,2000
30-Sep-00,8.2,,0,5.5,7,1.2,0,,,30,9,2000
01-Oct-00,0.3,,2,0.4,0,3.8,0,,,1,10,2000
02-Oct-00,0,,0,0,0,4,0,,,2,10,2000
03-Oct-00,1.5,,0.5,0,6,3,0,,,3,10,2000
04-Oct-00,2.7,,0,0,3,2.2,0,,,4,10,2000
05-Oct-00,0,,0,0,0,3.5,0,,,5,10,2000
06-Oct-00,0,,0,0,0,2,0,,,6,10,2000
07-Oct-00,0,,0,0,0,6.5,0,,,7,10,2000
08-Oct-00,0,,0,0,0,3.5,0,,,8,10,2000
09-Oct-00,4.5,,26,10,14.8,2.5,0,,,9,10,2000
10-Oct-00,0,,0,0,0,5.5,0,,,10,10,2000
11-Oct-00,0,,0,0,0,5,0,,,11,10,2000
12-Oct-00,0,,0,0,0,4,0,,,12,10,2000
13-Oct-00,0,,1.5,0,0,5.5,0,,,13,10,2000
14-Oct-00,0,,0,0,0,5.5,0,,,14,10,2000
15-Oct-00,0.6,,0,1,0,2.6,0,,,15,10,2000
16-Oct-00,0,,0,0,0,4,0,,,16,10,2000
17-Oct-00,0,,0,0,0,5.5,0,,,17,10,2000
18-Oct-00,2.2,,0,0,3,2.2,0,,,18,10,2000
19-Oct-00,0,,0,0.4,0,6.5,0,,,19,10,2000
20-Oct-00,0,,0,0,0,6,0,,,20,10,2000
21-Oct-00,0,,0,0,0,3,0,,,21,10,2000
22-Oct-00,0,,0,0,0,5,0,,,22,10,2000
23-Oct-00,2,,4,2.9,5.5,2.5,0,,,23,10,2000
24-Oct-00,0.9,,0,0,0,4.4,0,,,24,10,2000
25-Oct-00,0,,0,0,0,6,0,,,25,10,2000
26-Oct-00,0,,0,0,0,6.5,0,,,26,10,2000
27-Oct-00,0,,0,0,0,5.5,0,,,27,10,2000
28-Oct-00,0,,0,0,0,5.5,0,,,28,10,2000
29-Oct-00,0,,0,0,0,7.5,0,,,29,10,2000
30-Oct-00,0,,0,0,0,7,0,,,30,10,2000
31-Oct-00,0,,0,0,0,7.5,0,,,31,10,2000
01-Nov-00,0,,0,0,0,6.5,0,,,1,11,2000
02-Nov-00,0,,0,0,0,6,0,,,2,11,2000
03-Nov-00,0,,0,0,0,2.5,0,,,3,11,2000
04-Nov-00,0,,0,0,0,7,0,,,4,11,2000
05-Nov-00,0,,0,0,0,5,0,,,5,11,2000
06-Nov-00,0,,0,0,0,4,0,,,6,11,2000
07-Nov-00,0,,0,0,0,6,0,,,7,11,2000
08-Nov-00,0,,0,0,0,8,0,,,8,11,2000
09-Nov-00,0,,0,0,0,6.5,0,,,9,11,2000
10-Nov-00,0,,0,0,0,5,0,,,10,11,2000
11-Nov-00,0,,0,0,0,4.5,0,,,11,11,2000
12-Nov-00,4.8,,2,0,0,3.3,0,,,12,11,2000
13-Nov-00,0,,0,0,0,7,0,,,13,11,2000
14-Nov-00,0,,0,0,0,9,0,,,14,11,2000
15-Nov-00,0,,0,0,0,10.5,0,,,15,11,2000
16-Nov-00,1.2,,0,0.5,0,2.7,0,,,16,11,2000
17-Nov-00,15,,5.2,3.5,4,1,0,,,17,11,2000
18-Nov-00,3.5,,24,4.4,11.5,1.5,0,,,18,11,2000
19-Nov-00,0,,13.5,0,0,4,0,,,19,11,2000
20-Nov-00,0,,0,0,0,6,0,,,20,11,2000
21-Nov-00,0,,0,0,0,9.5,0,,,21,11,2000
22-Nov-00,0,,0,0,0,5.5,0,,,22,11,2000
23-Nov-00,3,,0.6,0.9,2.6,6,0,,,23,11,2000
24-Nov-00,0,,0,0,0,7,0,,,24,11,2000
25-Nov-00,0,,0,0,0,6,0,,,25,11,2000
26-Nov-00,0,,0,0,0,7,0,,,26,11,2000
27-Nov-00,0,,0,0,0,7,0,,,27,11,2000
28-Nov-00,0,,0,0,0,6,0,,,28,11,2000
29-Nov-00,0,,0,0,0,9,0,,,29,11,2000
30-Nov-00,0,,0,0,0,8.5,0,,,30,11,2000
01-Dec-00,0,,0,0,0,7.5,0,,,1,12,2000
02-Dec-00,12.5,,0,0.6,2,5.5,0,,,2,12,2000
03-Dec-00,1.2,,5.5,2,0,7.2,0,,,3,12,2000
04-Dec-00,0,,0,0,0,8,0.174,,,4,12,2000
05-Dec-00,0,,0,0,0,7,0.171,,,5,12,2000
06-Dec-00,0,,0,0,0,5,0.17,,,6,12,2000
07-Dec-00,0,,0.5,1.3,2.5,4,0.158,,,7,12,2000
08-Dec-00,0,,0,0,0,10,0.173,,,8,12,2000
09-Dec-00,0,,0,0,0,8.5,0.164,,,9,12,2000
10-Dec-00,0,,0,0,0,7.5,0.168,,,10,12,2000
11-Dec-00,0,,0,0,0,9,0.2,,,11,12,2000
12-Dec-00,0,,0,0,0,10.5,0.17,,,12,12,2000
13-Dec-00,0,,0,0,0,7.5,0.177,,,13,12,2000
14-Dec-00,0,,0,0,0,11,0.179,,,14,12,2000
15-Dec-00,0,,0,0,0,7,0.181,,,15,12,2000
16-Dec-00,0,,0,0,0,5,0.166,,,16,12,2000
17-Dec-00,0,,0,0,0,6,0.155,,,17,12,2000
18-Dec-00,0,,0,0,0,8.5,0.163,,,18,12,2000
19-Dec-00,0,,0,0,0,5.5,0.162,,,19,12,2000
20-Dec-00,0,,0,0,0,6.5,0.16,,,20,12,2000
21-Dec-00,0,,0,0,0,8.5,0.2,,,21,12,2000
22-Dec-00,0,,0,0,0,10.5,0.2,,,22,12,2000
23-Dec-00,1.2,,0,0,0.5,6.2,0.2,,,23,12,2000
24-Dec-00,3.3,,1.5,0,1,4.8,0.226,,,24,12,2000
25-Dec-00,0,,0,0,0,8.5,0.168,,,25,12,2000
26-Dec-00,0,,0,0,0,7,0.166,,,26,12,2000
27-Dec-00,0,,0,0,0,8,0.157,,,27,12,2000
28-Dec-00,4,,15.5,0,8.5,2,0.151,,,28,12,2000
29-Dec-00,0,,0,0,0,4.5,0.152,,,29,12,2000
30-Dec-00,0,,0,0,0,4,0.154,,,30,12,2000
31-Dec-00,21,,14,18,13.6,0.5,0.152,,,31,12,2000
01-Jan-01,0,,0,0,0,9,0.17,,,1,1,2001
02-Jan-01,0,,0,0,0,8.5,0.172,,,2,1,2001
03-Jan-01,0,,0,0,0,9.5,0.176,,,3,1,2001
04-Jan-01,0,,0,0,0,10.5,0.181,,,4,1,2001
05-Jan-01,0,,0,0,0,6.5,0.181,,,5,1,2001
06-Jan-01,0,,0,0,0,9,0.172,,,6,1,2001
07-Jan-01,0,,0,0,0,9,0.17,,,7,1,2001
08-Jan-01,0,,0,0,0,7,0.192,,,8,1,2001
09-Jan-01,0,,0,0,0.7,5,0.2,,,9,1,2001
10-Jan-01,0.8,,0,5,6,2.3,0.2,,,10,1,2001
11-Jan-01,0,,0,0,0,5,0.2,,,11,1,2001
12-Jan-01,11,,9.3,15.4,20,4,0.1,,,12,1,2001
13-Jan-01,4,,4.5,2.2,0,3.5,0.103,,,13,1,2001
14-Jan-01,0,,0,0,0,5.5,0.105,,,14,1,2001
15-Jan-01,0,,0,0,0,6.5,0.142,,,15,1,2001
16-Jan-01,0,,0,0,0,7.5,0.133,,,16,1,2001
17-Jan-01,0,,0,0,0,7.5,0.145,,,17,1,2001
18-Jan-01,0,,0,0,0,4,0.179,,,18,1,2001
19-Jan-01,0,,0,0,0,8.5,0.15,,,19,1,2001
20-Jan-01,0,,0,0,0,6.5,0.179,,,20,1,2001
21-Jan-01,0,,0,0,0,9,0.179,,,21,1,2001
22-Jan-01,0,,0,0,0,5.5,0.19,,,22,1,2001
23-Jan-01,0,,0,0,0,5.5,0.17,,,23,1,2001
24-Jan-01,0,,0,0,0,9,0,,,24,1,2001
25-Jan-01,0,,0,0,0,9,0,,,25,1,2001
26-Jan-01,0,,0,0,0,8.5,0,,,26,1,2001
27-Jan-01,0,,0,0,0,8.5,0,,,27,1,2001
28-Jan-01,0,,0,0,0,9.5,0,,,28,1,2001
29-Jan-01,0.3,,0,0,0,6.3,0,,,29,1,2001
30-Jan-01,2.6,,0,0,0,7.1,0,,,30,1,2001
31-Jan-01,0,,0,0,0,6.5,0,,,31,1,2001
01-Feb-01,18.2,,21,2.9,16.1,3.7,0,,,1,2,2001
02-Feb-01,8.6,,5,1.5,3.4,4.6,0,,,2,2,2001
03-Feb-01,8.8,,0,0,0,4.8,0,,,3,2,2001
04-Feb-01,0,,0,0,0,7.5,0,,,4,2,2001
05-Feb-01,0,,0,0,0,7,0,,,5,2,2001
06-Feb-01,0,,0,0,0,5,0,,,6,2,2001
07-Feb-01,0,,0,0,0,8,0,,,7,2,2001
08-Feb-01,0,,0,0,0,10,0,,,8,2,2001
09-Feb-01,0,,0,0,0,8,0,,,9,2,2001
10-Feb-01,0,,0,0,0,8.5,0,,,10,2,2001
11-Feb-01,0,,3.5,0,0,7,0,,,11,2,2001
12-Feb-01,0,,0,0,0,7,0,,,12,2,2001
13-Feb-01,0,,0,4.7,0,5.5,0,,,13,2,2001
14-Feb-01,0,,0,0,0,9.5,0,,,14,2,2001
15-Feb-01,0,,0,0,0,8.5,0,,,15,2,2001
16-Feb-01,0,,0,0,0,6,0,,,16,2,2001
17-Feb-01,0,,0,0,0,4,0,,,17,2,2001
18-Feb-01,1.8,,0,0,2,4.3,0,,,18,2,2001
19-Feb-01,0,,0,0,0,3.5,0,,,19,2,2001
20-Feb-01,0,,0,0,0,9,0,,,20,2,2001
21-Feb-01,0,,0,0,0,6,0,,,21,2,2001
22-Feb-01,0,,0,0,0,6.5,0,,,22,2,2001
23-Feb-01,0,,0,0,0,7.5,0,,,23,2,2001
24-Feb-01,0,,0,0,0,8,0,,,24,2,2001
25-Feb-01,0,,0,0,0,7,0,,,25,2,2001
26-Feb-01,0,,0,0,0,7,0,,,26,2,2001
27-Feb-01,0,,0,0,0,7.5,0,,,27,2,2001
28-Feb-01,0,,0,0,0,7,0,,,28,2,2001
01-Mar-01,0,,0,0,0,8.5,0,,,1,3,2001
02-Mar-01,0,,0,0,0,5.5,0,,,2,3,2001
03-Mar-01,0,,0,0,0,5.5,0,,,3,3,2001
04-Mar-01,0,,0,0,0,6.5,0,,,4,3,2001
05-Mar-01,0,,0,0,0,5.5,0,,,5,3,2001
06-Mar-01,0,,0,0,0,6.5,0,,,6,3,2001
07-Mar-01,0,,0,0,0,6,0,,,7,3,2001
08-Mar-01,0,,0,0,0,6.5,0,,,8,3,2001
09-Mar-01,0,,0,0,0,5,0,,,9,3,2001
10-Mar-01,0,,0,0,0,6,0,,,10,3,2001
11-Mar-01,5.9,,0.2,0.3,0,3.4,0,,,11,3,2001
12-Mar-01,0,,0,0,0,6,0,,,12,3,2001
13-Mar-01,0,,0,0,0,7,0,,,13,3,2001
14-Mar-01,0,,0,0,0,5,0,,,14,3,2001
15-Mar-01,0,,0,0,0,5,0,,,15,3,2001
16-Mar-01,0,,0,0,0,8,0,,,16,3,2001
17-Mar-01,0.1,,0,0,0,2.1,0,,,17,3,2001
18-Mar-01,0,,0,0,0,5.5,0,,,18,3,2001
19-Mar-01,0,,0,0,0,5,0,,,19,3,2001
20-Mar-01,0,,0,0,0,5.5,0,,,20,3,2001
21-Mar-01,0,,0,0,0,4.5,0,,,21,3,2001
22-Mar-01,0,,0,0,0,4,0,,,22,3,2001
23-Mar-01,0,,0,0,0,3.5,0,,,23,3,2001
24-Mar-01,0,,0,0,0,2.5,0,,,24,3,2001
25-Mar-01,0,,0,0,0,3,0,,,25,3,2001
26-Mar-01,0,,0,0,0,2,0,,,26,3,2001
27-Mar-01,0,,0,0,0,3,0,,,27,3,2001
28-Mar-01,0,,0,0,0,4,0,,,28,3,2001
29-Mar-01,0,,0,0,0,3.5,0,,,29,3,2001
