DATE,STEENBRAS No.1,THEEWATERS-KLOOF,NEWLANDS,WYNBERG,CONSTANTIA NEK,STEENBRAS,WEMMERSHOEK,STEENBRAS No.2,STEENBRAS No.3,Day,Month,Year
20-Jan-07,0,,0,0,0,8,0,,,20,1,2007
21-Jan-07,0,,0,0,0,10.5,0,,,21,1,2007
22-Jan-07,0,,0,0,0,7.5,0,,,22,1,2007
23-Jan-07,0,,0,0,0,12,0,,,23,1,2007
24-Jan-07,0,,0,0,0,9,0,,,24,1,2007
25-Jan-07,0,,0,0,0,9.5,0,,,25,1,2007
26-Jan-07,0,,0,0,0,6,0,,,26,1,2007
27-Jan-07,0,,0,0,0,5.5,0,,,27,1,2007
28-Jan-07,0,,0,0,0,8,0,,,28,1,2007
29-Jan-07,1,,0,0,0,4,0,,,29,1,2007
30-Jan-07,0,,0,0,0,7.5,0,,,30,1,2007
31-Jan-07,0,,0,0,0,6.5,0,,,31,1,2007
01-Feb-07,0,,0,0,0,7,0,,,1,2,2007
02-Feb-07,0,,0,0,0,6,0,,,2,2,2007
03-Feb-07,0,,0,0,0,4.5,0,,,3,2,2007
04-Feb-07,0,,0,0,0,7.5,0,,,4,2,2007
05-Feb-07,0,,0,0,0,6.5,0,,,5,2,2007
06-Feb-07,0,,0,0,0,8.5,0,,,6,2,2007
07-Feb-07,0,,0,0,0,5,0,,,7,2,2007
08-Feb-07,18.5,,9.5,9.9,0,5.5,0,,,8,2,2007
09-Feb-07,14.7,,27,16,14,1.7,0,,,9,2,2007
10-Feb-07,10.3,,2.5,2,2,3.3,0,,,10,2,2007
11-Feb-07,1.7,,0,0,0,2.7,0,,,11,2,2007
12-Feb-07,0.1,,0,0,0,2.6,0,,,12,2,2007
13-Feb-07,0,,0,0,0,5.5,0,,,13,2,2007
14-Feb-07,0,,0,0,0,4.5,0,,,14,2,2007
15-Feb-07,3.2,,1,0.7,0,3.7,0,,,15,2,2007
16-Feb-07,0,,0,0,0,7,0,,,16,2,2007
17-Feb-07,0,,0,0,0,4.5,0,,,17,2,2007
18-Feb-07,0,,0,0,0,6.5,0,,,18,2,2007
19-Feb-07,0,,0,0,0,6,0,,,19,2,2007
20-Feb-07,0,,0,0,0,4,0,,,20,2,2007
21-Feb-07,0,,0,0,0,5,0,,,21,2,2007
22-Feb-07,0,,0,0,0,8.5,0,,,22,2,2007
23-Feb-07,0,,0,0,0,5.5,0,,,23,2,2007
24-Feb-07,0,,0,0,0,6.5,0,,,24,2,2007
25-Feb-07,0,,0,0,0,7,0,,,25,2,2007
26-Feb-07,0,,0,0,0,6.5,0,,,26,2,2007
27-Feb-07,0,,0,0,0,6,0,,,27,2,2007
28-Feb-07,0,,0,0,0,6,0,,,28,2,2007
01-Mar-07,0,,0,0,0,6,0,,,1,3,2007
02-Mar-07,6,,0,0,0,0,0,,,2,3,2007
03-Mar-07,43.5,,13,17,0,0,0,,,3,3,2007
04-Mar-07,1.5,,2,0,0,5.5,0,,,4,3,2007
05-Mar-07,0,,0,0,0,4.5,0,,,5,3,2007
06-Mar-07,0,,0,0,0,5.5,0,,,6,3,2007
07-Mar-07,0,,0,0,0,6.5,0,,,7,3,2007
08-Mar-07,0,,0,0,0,8,0,,,8,3,2007
09-Mar-07,0,,0,0,0,7,0,,,9,3,2007
10-Mar-07,0,,0,0,0,7,0,,,10,3,2007
11-Mar-07,0,,0,0,0,6.5,0,,,11,3,2007
12-Mar-07,0,,0,0,0,5.5,0,,,12,3,2007
13-Mar-07,0,,0,0,0,7,0,,,13,3,2007
14-Mar-07,0,,0,0,0,6,0,,,14,3,2007
15-Mar-07,0,,0,0,0,3.5,0,,,15,3,2007
16-Mar-07,0,,0,0,0,3.5,0,,,16,3,2007
17-Mar-07,0,,0,0,0,7.5,0,,,17,3,2007
18-Mar-07,0,,0,0,0,8.5,0,,,18,3,2007
19-Mar-07,0,,0,0,0,8.5,0,,,19,3,2007
20-Mar-07,0,,0,0,0,5,0,,,20,3,2007
21-Mar-07,0,,0,0,0,6,0,,,21,3,2007
22-Mar-07,10.4,,24.5,7.4,17,0.9,0,,,22,3,2007
23-Mar-07,1.1,,5,0,0,2.6,0,,,23,3,2007
24-Mar-07,0,,0,0,0,5,0,,,24,3,2007
25-Mar-07,0,,0,0,0,4,0,,,25,3,2007
26-Mar-07,0,,0,0,0,5,0,,,26,3,2007
27-Mar-07,0,,0,0,0,6.5,0,,,27,3,2007
28-Mar-07,0,,0,0,0,4.5,0,,,28,3,2007
29-Mar-07,0,,0,0,0,6.5,0,,,29,3,2007
30-Mar-07,0,,0,0,0,6.5,0,,,30,3,2007
31-Mar-07,0,,0,0,0,5,0,,,31,3,2007
01-Apr-07,0,,0,0,0,6.5,0,,,1,4,2007
02-Apr-07,0,,0,0,0,5.5,0,,,2,4,2007
03-Apr-07,0,,0,0,0,5.5,0,,,3,4,2007
04-Apr-07,0,,0,0,0,3.5,0,,,4,4,2007
05-Apr-07,0,,0,0,0,5,0,,,5,4,2007
06-Apr-07,0,,0,0,0,6,0,,,6,4,2007
07-Apr-07,0,,0,0,0,6,0,,,7,4,2007
08-Apr-07,0,,0,0,0,5,0,,,8,4,2007
09-Apr-07,0,,0,0,0,5,0,,,9,4,2007
10-Apr-07,12,,28,10.5,16,1.5,0,,,10,4,2007
11-Apr-07,9.2,,5.5,4.4,7,1.7,0,,,11,4,2007
12-Apr-07,0,,0,0,0,3,0,,,12,4,2007
13-Apr-07,0,,0,0,0,4,0,,,13,4,2007
14-Apr-07,0,,0,0,0,2.5,0,,,14,4,2007
15-Apr-07,0,,0,0,0,2.5,0,,,15,4,2007
16-Apr-07,1.5,,2.5,0,0,1,0,,,16,4,2007
17-Apr-07,0,,0,0,0,3.5,0,,,17,4,2007
18-Apr-07,0,,0,0,0,4,0,,,18,4,2007
19-Apr-07,0,,0,0,0,3,0,,,19,4,2007
20-Apr-07,0,,0,0,0,3.5,0,,,20,4,2007
21-Apr-07,0,,0,0,0,3,0,,,21,4,2007
22-Apr-07,0,,0,0,0,2,0,,,22,4,2007
23-Apr-07,0.5,,0,0,0,4,0,,,23,4,2007
24-Apr-07,0,,0,0,0,3,0,,,24,4,2007
25-Apr-07,0.5,,6.5,0,4.5,3,0,,,25,4,2007
26-Apr-07,56,,63,46.5,75,0,0,,,26,4,2007
27-Apr-07,27.7,,14.5,12,20,0,0,,,27,4,2007
28-Apr-07,0.9,,6.5,2.9,7,2.9,0,,,28,4,2007
29-Apr-07,1,,36,11.2,20,1,0,,,29,4,2007
30-Apr-07,0,,4,0.5,0,1,0,,,30,4,2007
01-May-07,0,,0,0,0,1,0,,,1,5,2007
02-May-07,0,,0,0,0,0.5,0,,,2,5,2007
03-May-07,0,,0,0,0,2,0,,,3,5,2007
04-May-07,0,,0,0,0,1.5,0,,,4,5,2007
05-May-07,0,,0,0,0,3,0,,,5,5,2007
06-May-07,0,,0,0,0,2.5,0,,,6,5,2007
07-May-07,0,,0,0,0,3.5,0,,,7,5,2007
08-May-07,0,,0,0,0,1,0,,,8,5,2007
09-May-07,4.2,,9.5,2.6,0,1.2,0,,,9,5,2007
10-May-07,1.5,,0,0,0,0,0,,,10,5,2007
11-May-07,0,,0,0,0,1.5,0,,,11,5,2007
12-May-07,0,,0,0,0,1.5,0,,,12,5,2007
13-May-07,0.2,,0,1.3,0,3.2,0,,,13,5,2007
14-May-07,16.5,,24,25.5,18,0,0,,,14,5,2007
15-May-07,0,,0,0,0,2,0,,,15,5,2007
16-May-07,0.1,,2.5,0,0,1.6,0,,,16,5,2007
17-May-07,9.5,,5,2,0,0,0,,,17,5,2007
18-May-07,2.5,,15,40,14,2,0,,,18,5,2007
19-May-07,91.1,,88,115,100,0,0,,,19,5,2007
20-May-07,9,,7,9.5,0,1,0,,,20,5,2007
21-May-07,1,,4.5,4,10,1.5,0,,,21,5,2007
22-May-07,0,,0,0,3,1,0,,,22,5,2007
23-May-07,0,,0,0,0,1,0,,,23,5,2007
24-May-07,0,,0,0,0,0.5,0,,,24,5,2007
25-May-07,0,,0,0,0,1,0,,,25,5,2007
26-May-07,0,,0,0,0,0.5,0,,,26,5,2007
27-May-07,0,,0,0,0,0.5,0,,,27,5,2007
28-May-07,0,,0,0,0,1,0,,,28,5,2007
29-May-07,0,,0,0,0,1,0,,,29,5,2007
30-May-07,0,,0,0,0,1,0,,,30,5,2007
31-May-07,0,,0,0,0,0.5,0,,,31,5,2007
01-Jun-07,0,,0,0,0,1,0,,,1,6,2007
02-Jun-07,0,,0,0,0,1,0,,,2,6,2007
03-Jun-07,10,,0,0,0,0,0,,,3,6,2007
04-Jun-07,3.5,,12,20.2,20,1,0,,,4,6,2007
05-Jun-07,0,,0,0.5,0,2,0,,,5,6,2007
06-Jun-07,8,,13,13.7,3,0,0,,,6,6,2007
07-Jun-07,11.5,,40,22.3,40,0,0,,,7,6,2007
08-Jun-07,10.2,,2,31,20,0.7,0,,,8,6,2007
09-Jun-07,21.4,,49,27.3,22,0.9,0,,,9,6,2007
10-Jun-07,16.4,,7.5,23,28,0.9,0,,,10,6,2007
11-Jun-07,8,,0,5.4,8,0.5,0,,,11,6,2007
12-Jun-07,0,,3,0,0,0.1,0,,,12,6,2007
13-Jun-07,0,,0,0,0,1,0,,,13,6,2007
14-Jun-07,0,,29,10,18,0,0,,,14,6,2007
15-Jun-07,0,,0,1,2,0,0,,,15,6,2007
16-Jun-07,0,,0,0,0,1.5,0,,,16,6,2007
17-Jun-07,4,,10.5,11.5,16,0,0,,,17,6,2007
18-Jun-07,0,,0,0,2,1.5,0,,,18,6,2007
19-Jun-07,0,,0,0,0,1,0,,,19,6,2007
20-Jun-07,0,,0,0,0,1,0,,,20,6,2007
21-Jun-07,0,,0,0,0,2,0,,,21,6,2007
22-Jun-07,0,,0,0,0,1.5,0,,,22,6,2007
23-Jun-07,0,,0,3.5,4,0.5,0,,,23,6,2007
24-Jun-07,3.9,,12.5,14,9.5,0.4,0,,,24,6,2007
25-Jun-07,65.5,,37.5,45,42,0,0,,,25,6,2007
26-Jun-07,4.5,,10.5,8,10,2.5,0,,,26,6,2007
27-Jun-07,0,,0,0,0,1,0,,,27,6,2007
28-Jun-07,0,,0,0,0,1,0,,,28,6,2007
29-Jun-07,0,,0,0,0,0.5,0,,,29,6,2007
30-Jun-07,27.7,,16.5,14,18,0,0,,,30,6,2007
01-Jul-07,0,,0,0,0,1,0,,,1,7,2007
02-Jul-07,0,,0,0,0,1,0,,,2,7,2007
03-Jul-07,0,,0,0,0,1,0,,,3,7,2007
04-Jul-07,0,,0,0,0,3.5,0,,,4,7,2007
05-Jul-07,0,,0,0,0,2.5,0,,,5,7,2007
06-Jul-07,12.6,,3,3.5,7,0,0,,,6,7,2007
07-Jul-07,15.4,,19.5,13,18,0,0,,,7,7,2007
08-Jul-07,0.4,,2.5,1,1,0.5,0,,,8,7,2007
09-Jul-07,0,,0,0,0,1,0,,,9,7,2007
10-Jul-07,0,,0,0,0,1,0,,,10,7,2007
11-Jul-07,12.2,,15.5,13.2,12,0,0,,,11,7,2007
12-Jul-07,0,,0,0,0,0.5,0,,,12,7,2007
13-Jul-07,0,,0,0,0,1,0,,,13,7,2007
14-Jul-07,0,,0,0,0,0.5,0,,,14,7,2007
15-Jul-07,0,,0,0,0,0.5,0,,,15,7,2007
16-Jul-07,0,,0,0,0,0,0,,,16,7,2007
17-Jul-07,0,,0,0,0,1,0,,,17,7,2007
18-Jul-07,0,,0,0,0,0.5,0,,,18,7,2007
19-Jul-07,0,,0,0,0,1,0,,,19,7,2007
20-Jul-07,20.7,,28.5,26,21,0,0,,,20,7,2007
21-Jul-07,0,,0,0,0,1.5,0,,,21,7,2007
22-Jul-07,0.2,,0,0,0,0.2,0,,,22,7,2007
23-Jul-07,22.5,,30,31,24,0.5,0,,,23,7,2007
24-Jul-07,32,,51.5,42,50,0,0,,,24,7,2007
25-Jul-07,0.7,,4,0.4,0,1.2,0,,,25,7,2007
26-Jul-07,65,,97,106,80,0,0,,,26,7,2007
27-Jul-07,6.7,,11,8,7,1.4,0,,,27,7,2007
28-Jul-07,31.1,,96,58,34,0,0,,,28,7,2007
29-Jul-07,2.6,,0,1.4,5,0.6,0,,,29,7,2007
30-Jul-07,0,,0,0,3,0,0,,,30,7,2007
31-Jul-07,0,,0,0,0,2,0,,,31,7,2007
01-Aug-07,0,,0,0,0,2,0,,,1,8,2007
02-Aug-07,22,,0,20,32,0,0,,,2,8,2007
03-Aug-07,6,,1.5,1.9,3,0,0,,,3,8,2007
04-Aug-07,2,,0,0,0,0,0,,,4,8,2007
05-Aug-07,2,,1.5,3.6,2,0,0,,,5,8,2007
06-Aug-07,25.3,,38,27.6,28,0,0,,,6,8,2007
07-Aug-07,0,,0,0.5,1,1,0,,,7,8,2007
08-Aug-07,0,,0,0,0,1,0,,,8,8,2007
09-Aug-07,4.6,,17,34.4,40,0,0,,,9,8,2007
10-Aug-07,12.5,,0,20,10,0,0,,,10,8,2007
11-Aug-07,7.4,,2.5,8,14,0,0,,,11,8,2007
12-Aug-07,0,,0,0,0,1.5,0,,,12,8,2007
13-Aug-07,10.9,,37.5,48.5,25,0,0,,,13,8,2007
14-Aug-07,0,,0,0,0,1.5,0,,,14,8,2007
15-Aug-07,3.7,,6.5,6,5,0,0,,,15,8,2007
16-Aug-07,0,,0,0,0,1,0,,,16,8,2007
17-Aug-07,0,,0,0,0,1,0,,,17,8,2007
18-Aug-07,0,,0,0,0,1.5,0,,,18,8,2007
19-Aug-07,0,,0,0,0,1.5,0,,,19,8,2007
20-Aug-07,2.6,,2,3.9,20,2.1,0,,,20,8,2007
21-Aug-07,8.7,,30,13.4,13.5,2.1,0,,,21,8,2007
22-Aug-07,0,,0,0,0,1.5,0,,,22,8,2007
23-Aug-07,7,,10,10,15,0,0,,,23,8,2007
24-Aug-07,2.1,,0,2,5,1.6,0,,,24,8,2007
25-Aug-07,0,,0,0,0,1,0,,,25,8,2007
26-Aug-07,21.5,,36.5,27.5,30,1,0,,,26,8,2007
27-Aug-07,2.2,,2,0.8,1,0,0,,,27,8,2007
28-Aug-07,0,,0,0,0,1,0,,,28,8,2007
29-Aug-07,0,,0,0,0,1.5,0,,,29,8,2007
30-Aug-07,0,,8.5,12.5,3,1,0,,,30,8,2007
31-Aug-07,4.8,,80,53,0,0,0,,,31,8,2007
01-Sep-07,13.4,,25.3,18.2,0,0,0,,,1,9,2007
02-Sep-07,0.2,,0,0,0,2.7,0,,,2,9,2007
03-Sep-07,0,,0,0,0,1.5,0,,,3,9,2007
04-Sep-07,1.1,,6.5,2.1,8,2.1,0,,,4,9,2007
05-Sep-07,10.9,,14,14.3,26,0.4,0,,,5,9,2007
06-Sep-07,0,,0,0,0,2,0,,,6,9,2007
07-Sep-07,0,,0,0,0,1.5,0,,,7,9,2007
08-Sep-07,0,,0,0,0,1,0,,,8,9,2007
09-Sep-07,0,,0,0,0,2.5,0,,,9,9,2007
10-Sep-07,0,,0,0,0,2.5,0,,,10,9,2007
11-Sep-07,8,,30,25,15,0,0,,,11,9,2007
12-Sep-07,3.4,,1,2,7,1.4,0,,,12,9,2007
13-Sep-07,2.5,,0,8,0,2,0,,,13,9,2007
14-Sep-07,0,,0,0,0,2,0,,,14,9,2007
15-Sep-07,0,,2,2.5,4,2,0,,,15,9,2007
16-Sep-07,0,,0,0,0,2,0,,,16,9,2007
17-Sep-07,0,,0,0,0,2,0,,,17,9,2007
18-Sep-07,0,,0,0,0,2.5,0,,,18,9,2007
19-Sep-07,0,,0,0,0,4,0,,,19,9,2007
20-Sep-07,0,,0,0,0,2.5,0,,,20,9,2007
21-Sep-07,0,,0,0,0,2,0,,,21,9,2007
22-Sep-07,3.3,,0,3,4.5,1.8,0,,,22,9,2007
23-Sep-07,3.3,,0,1.8,3.5,1.8,0,,,23,9,2007
24-Sep-07,0,,0,0,0,4.5,0,,,24,9,2007
25-Sep-07,0,,0,0,0,3.5,0,,,25,9,2007
26-Sep-07,0,,0,0,0,2.5,0,,,26,9,2007
27-Sep-07,0,,0,0,0,3.5,0,,,27,9,2007
28-Sep-07,4.5,,7.5,4.2,10,2.5,0,,,28,9,2007
29-Sep-07,0,,0,0,0,4,0,,,29,9,2007
30-Sep-07,0,,0,0,0,3.5,0,,,30,9,2007
01-Oct-07,0,,0,0,0,4,0,,,1,10,2007
02-Oct-07,13.7,,2,2.5,8,2.7,0,,,2,10,2007
03-Oct-07,4.3,,3,3.1,11.5,2.8,0,,,3,10,2007
04-Oct-07,0,,0,0,1,2.5,0,,,4,10,2007
05-Oct-07,0.5,,0,0,0,3,0,,,5,10,2007
06-Oct-07,26,,7.6,5,10,2,0,,,6,10,2007
07-Oct-07,5.5,,5,6,6,2,0,,,7,10,2007
08-Oct-07,0,,0.2,4,0,2.5,0,,,8,10,2007
09-Oct-07,0,,0,0,0,2.5,0,,,9,10,2007
10-Oct-07,0,,0,0,0,3.5,0,,,10,10,2007
11-Oct-07,0,,0,0,0,4,0,,,11,10,2007
12-Oct-07,0,,0,0,0,4,0,,,12,10,2007
13-Oct-07,0,,0,0,0,4,0,,,13,10,2007
14-Oct-07,4.5,,1.5,1,0,3,0,,,14,10,2007
15-Oct-07,0,,0,0,0,5,0,,,15,10,2007
16-Oct-07,0,,0,0,0,4,0,,,16,10,2007
17-Oct-07,0,,0,0,0,5.5,0,,,17,10,2007
18-Oct-07,0,,0,0,0,7.5,0,,,18,10,2007
19-Oct-07,0,,0,0,0,7,0,,,19,10,2007
20-Oct-07,0,,0,0,0,3.5,0,,,20,10,2007
21-Oct-07,0,,0,0,0,6.5,0,,,21,10,2007
22-Oct-07,40.4,,12.5,7.5,0,0,0,,,22,10,2007
23-Oct-07,3.3,,4.5,0,0,1.3,0,,,23,10,2007
24-Oct-07,0,,0,0,0,6,0,,,24,10,2007
25-Oct-07,0,,0,0,0,5,0,,,25,10,2007
26-Oct-07,0,,0,0,0,6,0,,,26,10,2007
27-Oct-07,0,,0,0,0,5,0,,,27,10,2007
28-Oct-07,0,,0,0,0,3.5,0,,,28,10,2007
29-Oct-07,0,,0,0,0,5,0,,,29,10,2007
30-Oct-07,0,,0,0,0,5.5,0,,,30,10,2007
31-Oct-07,0,,0,0,0,4.5,0,,,31,10,2007
01-Nov-07,0,,0,0,0,4,0,,,1,11,2007
02-Nov-07,1,,0,1,0,6.5,0,,,2,11,2007
03-Nov-07,1.2,,5,3,4,5.2,0,,,3,11,2007
04-Nov-07,12.3,,60.5,40,0,1.3,0,,,4,11,2007
05-Nov-07,1.1,,0,0,0,4.1,0,,,5,11,2007
06-Nov-07,0,,0,0,0,4.5,0,,,6,11,2007
07-Nov-07,5,,26.5,11,0,1.5,0,,,7,11,2007
08-Nov-07,0,,0,0,0,3,0,,,8,11,2007
09-Nov-07,0,,6.5,3,0,2.5,0,,,9,11,2007
10-Nov-07,0,,0,0,0,3.5,0,,,10,11,2007
11-Nov-07,0.8,,0,0,0,3.5,0,,,11,11,2007
12-Nov-07,0,,0,0,0,4,0,,,12,11,2007
13-Nov-07,0,,2,0,0,5,0,,,13,11,2007
14-Nov-07,2.5,,18,0.5,0,3,0,,,14,11,2007
15-Nov-07,0,,0,0,0,4.5,0,,,15,11,2007
16-Nov-07,0,,0,0,0,6,0,,,16,11,2007
17-Nov-07,0,,0,0,0,6.5,0,,,17,11,2007
18-Nov-07,0,,0,0,0,6,0,,,18,11,2007
19-Nov-07,0,,0,0,0,4.5,0,,,19,11,2007
20-Nov-07,5.4,,0,0,0,3.4,0,,,20,11,2007
21-Nov-07,67,,25,30,44,4.5,0,,,21,11,2007
22-Nov-07,0.5,,2,0,0,3.5,0,,,22,11,2007
23-Nov-07,0,,0,0,0,3,0,,,23,11,2007
24-Nov-07,0,,0,0,0,5.5,0,,,24,11,2007
25-Nov-07,0,,0,0,0,4.5,0,,,25,11,2007
26-Nov-07,3.9,,4.5,3.8,0,0.9,0,,,26,11,2007
27-Nov-07,0,,1,0,0,5.5,0,,,27,11,2007
28-Nov-07,0,,0,0,0,6,0,,,28,11,2007
29-Nov-07,0,,0,0,0,6.5,0,,,29,11,2007
30-Nov-07,0,,0,0,0,5,0,,,30,11,2007
01-Dec-07,0,,0,0,0,6.5,0,,,1,12,2007
02-Dec-07,3.4,,3,4,0,4.9,0,,,2,12,2007
03-Dec-07,0,,3,3,0,5.5,0,,,3,12,2007
04-Dec-07,0,,0,0,0,5.5,0,,,4,12,2007
05-Dec-07,0,,0,0,0,6.5,0,,,5,12,2007
06-Dec-07,0,,0,0,0,11,0,,,6,12,2007
07-Dec-07,0,,0,0,0,3.5,0,,,7,12,2007
08-Dec-07,0,,0,0,0,6.5,0,,,8,12,2007
09-Dec-07,0,,0,0,0,5,0,,,9,12,2007
10-Dec-07,0,,0,0,0,5.5,0,,,10,12,2007
11-Dec-07,0,,0,0,0,4.5,0,,,11,12,2007
12-Dec-07,0,,0,0,0,4.5,0,,,12,12,2007
13-Dec-07,0,,0,0,0,10,0,,,13,12,2007
14-Dec-07,0,,0,0,0,3.5,0,,,14,12,2007
15-Dec-07,5.5,,3.5,6,3,6,0,,,15,12,2007
16-Dec-07,22.1,,10.5,5.5,4,1.6,0,,,16,12,2007
17-Dec-07,0,,0,0,0,6,0,,,17,12,2007
18-Dec-07,0,,0,0,0,8.5,0,,,18,12,2007
19-Dec-07,0,,0,0,0,6,0,,,19,12,2007
20-Dec-07,0,,0,0,0,6,0,,,20,12,2007
21-Dec-07,0,,0,0,0,8,0,,,21,12,2007
22-Dec-07,0,,0,0,0,7.5,0,,,22,12,2007
23-Dec-07,0,,0,0,0,5.4,0,,,23,12,2007
24-Dec-07,6,,0,8.9,0,2.5,0,,,24,12,2007
25-Dec-07,2.4,,12,8.5,0,2.4,0,,,25,12,2007
26-Dec-07,0,,0,0,0,7,0,,,26,12,2007
27-Dec-07,0,,0,0,0,6,0,,,27,12,2007
28-Dec-07,0,,0,0,0,9,0,,,28,12,2007
29-Dec-07,0,,0,0,0,5,0,,,29,12,2007
30-Dec-07,0,,0,0,0,6,0,,,30,12,2007
31-Dec-07,0,,0,0,0,6,0,,,31,12,2007
01-Jan-08,0,,0,0,0,6,0,,,1,1,2008
02-Jan-08,0.5,,0,0,0,4.5,0,,,2,1,2008
03-Jan-08,0,,0,0,0,7.5,0,,,3,1,2008
04-Jan-08,0,,0,0,0,7.5,0,,,4,1,2008
05-Jan-08,0.5,,0,4.5,5,8,0,,,5,1,2008
06-Jan-08,12.8,,19.2,10,0,3.8,0,,,6,1,2008
07-Jan-08,1.1,,2.6,4,0,4.6,0,,,7,1,2008
08-Jan-08,0,,0,0,0,8.5,0,,,8,1,2008
09-Jan-08,0,,0,0,0,8,0,,,9,1,2008
10-Jan-08,0,,0,0,0,6.5,0,,,10,1,2008
11-Jan-08,0,,0,0,0,7,0,,,11,1,2008
12-Jan-08,0,,0,0,0,7.5,0,,,12,1,2008
13-Jan-08,0,,0,0,0,7.5,0,,,13,1,2008
14-Jan-08,0,,0,0,0,6,0,,,14,1,2008
15-Jan-08,11,,11.5,5.1,0,2.5,0,,,15,1,2008
16-Jan-08,0.6,,1,0,0,4.6,0,,,16,1,2008
17-Jan-08,0,,0,0,0,8,0,,,17,1,2008
18-Jan-08,0,,0,0,0,8.5,0,,,18,1,2008
19-Jan-08,0,,0,0,0,7,0,,,19,1,2008
20-Jan-08,0,,0,0,0,8.5,0,,,20,1,2008
21-Jan-08,0,,0,0,0,7,0,,,21,1,2008
22-Jan-08,0,,0,0,0,5.5,0,,,22,1,2008
23-Jan-08,0,,0,0,0,0,0,,,23,1,2008
24-Jan-08,0,,0,0,0,6,0,,,24,1,2008
25-Jan-08,0,,0,0,0,13,0,,,25,1,2008
26-Jan-08,0,,0,0,0,3,0,,,26,1,2008
27-Jan-08,0,,0,0,0,7.5,0,,,27,1,2008
28-Jan-08,0,,0,0,0,9.5,0,,,28,1,2008
29-Jan-08,0,,0,0,0,11,0,,,29,1,2008
30-Jan-08,0,,0,0,0,13.5,0,,,30,1,2008
31-Jan-08,0,,0,0,0,3,0,,,31,1,2008
01-Feb-08,0,,0,0,0,9.5,0,,,1,2,2008
02-Feb-08,0.8,,0,0,0,4.8,0,,,2,2,2008
03-Feb-08,0,,0,0,0,4,0,,,3,2,2008
04-Feb-08,0,,0,0,0,8,0,,,4,2,2008
05-Feb-08,0,,0,0,0,5.5,0,,,5,2,2008
06-Feb-08,0,,0,0,0,9,0,,,6,2,2008
07-Feb-08,0,,0,0,0,13,0,,,7,2,2008
08-Feb-08,0,,0,0,0,9.5,0,,,8,2,2008
09-Feb-08,0,,0,0.5,3,4.5,0,,,9,2,2008
10-Feb-08,9.2,,13.5,10.5,10.5,2.2,0,,,10,2,2008
11-Feb-08,0.2,,3.5,0,1.8,2.7,0,,,11,2,2008
12-Feb-08,0,,0,0,0,6,0,,,12,2,2008
13-Feb-08,1.3,,0,0.7,0,4.8,0,,,13,2,2008
14-Feb-08,0,,0,0,0,3,0,,,14,2,2008
15-Feb-08,0,,0,0,1,3.5,0,,,15,2,2008
16-Feb-08,0,,0,0,0,4,0,,,16,2,2008
17-Feb-08,0,,0,0,0,6.5,0,,,17,2,2008
18-Feb-08,0,,0,0,0,8,0,,,18,2,2008
19-Feb-08,0,,0,0,0,6.5,0,,,19,2,2008
20-Feb-08,0,,0,0,0,4.5,0,,,20,2,2008
21-Feb-08,0,,0,0,0,6.5,0,,,21,2,2008
22-Feb-08,0,,0,0,0,7,0,,,22,2,2008
23-Feb-08,0,,0,0,0,6,0,,,23,2,2008
24-Feb-08,0,,0,0,0,5.5,0,,,24,2,2008
25-Feb-08,0,,0,0,0,5.5,0,,,25,2,2008
26-Feb-08,25.4,,10.5,4.5,12,0.4,0,,,26,2,2008
27-Feb-08,0.8,,0.5,1,6,3.8,0,,,27,2,2008
28-Feb-08,0,,0,0,0,5,0,,,28,2,2008
29-Feb-08,0,,0,0,0,4,0,,,29,2,2008
01-Mar-08,0,,0,0,0,4.5,0,,,1,3,2008
02-Mar-08,0,,0,0,0,5,0,,,2,3,2008
03-Mar-08,0,,0,0,0,4.5,0,,,3,3,2008
04-Mar-08,0,,0,0,0,7,0,,,4,3,2008
05-Mar-08,0,,0,0,0,6,0,,,5,3,2008
06-Mar-08,0,,0,0,0,5.5,0,,,6,3,2008
07-Mar-08,0,,0,0,0,6,0,,,7,3,2008
08-Mar-08,0,,0,0,0,5.5,0,,,8,3,2008
09-Mar-08,0,,0,0,0,6,0,,,9,3,2008
10-Mar-08,1.8,,2.5,0.6,3.1,3.8,0,,,10,3,2008
11-Mar-08,36.5,,7.5,5.8,8.3,6.5,0,,,11,3,2008
12-Mar-08,6.3,,0,0,0,2.3,0,,,12,3,2008
13-Mar-08,0,,0,0,0,7.5,0,,,13,3,2008
14-Mar-08,0,,0,0,0,5,0,,,14,3,2008
15-Mar-08,0,,0,0,0,4,0,,,15,3,2008
16-Mar-08,0,,0,0,0,7,0,,,16,3,2008
17-Mar-08,0,,0,0,0,4.5,0,,,17,3,2008
18-Mar-08,0,,0,0,0,5,0,,,18,3,2008
19-Mar-08,2.3,,4,2,2,3.8,0,,,19,3,2008
20-Mar-08,0,,0,0,0,6,0,,,20,3,2008
21-Mar-08,0,,0,0,0,4,0,,,21,3,2008
22-Mar-08,0,,0,0,0,4,0,,,22,3,2008
23-Mar-08,0,,0,0,0,5.5,0,,,23,3,2008
24-Mar-08,0,,0,0,0,7,0,,,24,3,2008
25-Mar-08,0,,0,0,0,6,0,,,25,3,2008
26-Mar-08,0,,0,0,0,4,0,,,26,3,2008
27-Mar-08,0,,0,0,0,4.5,0,,,27,3,2008
28-Mar-08,0,,0,0,0,6.5,0,,,28,3,2008
29-Mar-08,0,,0,0,0,4,0,,,29,3,2008
30-Mar-08,0,,0,0,0,7,0,,,30,3,2008
